code,name,req,score,row
H02605,浙江传媒学院第05组,不限,535,H02605 | 浙江传媒学院第05组 | 不限 | 535 | 191 | 106 | 122 | 55 | 89 | 78
H02606,浙江传媒学院第06组,化,555,H02606 | 浙江传媒学院第06组 | 化 | 555 | 223 | 122 | 130 | 56 | 84 | 62
HO2607,浙江传媒学院第07组,化,515,HO2607 | 浙江传媒学院第07组 | 化 | 515 | 200 | 101 | 107 | 53 | 81 | 74 | 2
H02608,浙江传媒学院第08组,不限,540,H02608 | 浙江传媒学院第08组 | 不限 | 540 | 205 | 109 | 132 | 50 | 83 | 70 | 15
H03002,浙大城市学院第02组,不限,537,H03002 | 浙大城市学院第02组 | 不限 | 537 | 210 | 112 | 109 | 49 | 85 | 74 | 3
H03003,浙大城市学院第03组,化,543,H03003 | 浙大城市学院第03组 | 化 | 543 | 202 | 109 | 120 | 47 | 88 | 86 | 2
H03101,浙大宁波理工学院第01组,化,530,H03101 | 浙大宁波理工学院第01组 | 化 | 530 | 194 | 99 | 119 | 55 | 82 | 80 | 33
H06102,浙江树人学院第02组,不限,468,H06102 | 浙江树人学院第02组 | 不限 | 468 | 176 | 97 | 92 | 56 | 83 | 61
H06202,浙江越秀外国语学院第02组,不限,426,H06202 | 浙江越秀外国语学院第02组 | 不限 | 426 | 176 | 90 | 74 | 46 | 71 | 59
H06203,浙江越秀外国语学院第03组,化,460,H06203 | 浙江越秀外国语学院第03组 | 化 | 460 | 165 | 92 | 80 | 65 | 77 | 73 | 24
H06302,宁波财经学院第02组,不限,460,H06302 | 宁波财经学院第02组 | 不限 | 460 | 187 | 97 | 71 | 50 | 81 | 71 | 5
H06502,浙江工业大学之江学院第02组,化,502,H06502 | 浙江工业大学之江学院第02组 | 化 | 502 | 204 | 104 | 117 | 41 | 75 | 65 | 2
H06801,杭州电子科技大学信息工程学院第01组,化,523,H06801 | 杭州电子科技大学信息工程学院第01组 | 化 | 523 | 220 | 112 | 81 | 50 | 88 | 84 | 10
HO7101,浙江农林大学暨阳学院第01组,化,475,HO7101 | 浙江农林大学暨阳学院第01组 | 化 | 475 | 192 | 108 | 103 | 32 | 74 | 64 | 16
H07501,湖州学院第01组,化,523,H07501 | 湖州学院第01组 | 化 | 523 | 175 | 90 | 113 | 69 | 90 | 76
H07701,温州理工学院第01组,化,521,H07701 | 温州理工学院第01组 | 化 | 521 | 202 | 110 | 104 | 57 | 79 | 79 | 8
HO7901,嘉兴南湖学院第01组,化,531,HO7901 | 嘉兴南湖学院第01组 | 化 | 531 | 226 | 115 | 103 | 37 | 79 | 76
H08402,上海财经大学浙江学院第02组,不限,484,H08402 | 上海财经大学浙江学院第02组 | 不限 | 484 | 193 | 116 | 105 | 42 | 79 | 65
H08503,宁波诺丁汉大学第03组,不限,549,H08503 | 宁波诺丁汉大学第03组 | 不限 | 549 | 207 | 116 | 137 | 40 | 84 | 81
A08513,哈尔滨工程大学第13组,化,620,A08513 | 哈尔滨工程大学第13组 | 化 | 620 | 238 | 122 | 125 | 73 | 96 | 88 | 8
A08514,哈尔滨工程大学第14组,化,623,A08514 | 哈尔滨工程大学第14组 | 化 | 623 | 236 | 119 | 132 | 70 | 93 | 92 | 2
A08515,哈尔滨工程大学第15组,化,619,A08515 | 哈尔滨工程大学第15组 | 化 | 619 | 241 | 132 | 126 | 75 | 91 | 86 | 6
A08516,哈尔滨工程大学第16组,化,621,A08516 | 哈尔滨工程大学第16组 | 化 | 621 | 237 | 122 | 123 | 72 | 96 | 93 | 6
A08517,哈尔滨工程大学第17组,化,589,A08517 | 哈尔滨工程大学第17组 | 化 | 589 | 227 | 120 | 125 | 62 | 90 | 85 | 26
A08518,哈尔滨工程大学第18组,化,571,A08518 | 哈尔滨工程大学第18组 | 化 | 571 | 219 | 121 | 110 | 75 | 90 | 77 | 2
A08519,哈尔滨工程大学第19组,化,597,A08519 | 哈尔滨工程大学第19组 | 化 | 597 | 233 | 126 | 121 | 64 | 85 | 84 | 23 | 少数民族预科班
A08520,哈尔滨工程大学第20组,化,601,A08520 | 哈尔滨工程大学第20组 | 化 | 601 | 213 | 115 | 132 | 60 | 96 | 90 | 19 | 国家专项计划
A08704,东北林业大学第04组,不限,572,A08704 | 东北林业大学第04组 | 不限 | 572 | 230 | 129 | 122 | 53 | 90 | 77 | 12
A08705,东北林业大学第05组,化,573,A08705 | 东北林业大学第05组 | 化 | 573 | 213 | 112 | 126 | 61 | 89 | 84 | 4
A08706,东北林业大学第06组,化,558,A08706 | 东北林业大学第06组 | 化 | 558 | 205 | 112 | 130 | 62 | 85 | 76 | 13
A08707,东北林业大学第07组,化,557,A08707 | 东北林业大学第07组 | 化 | 557 | 227 | 114 | 117 | 46 | 90 | 77 | 7 | 国家专项计划
A08907,复旦大学第07组,化,670,A08907 | 复旦大学第07组 | 化 | 670 | 248 | 132 | 141 | 92 | 95 | 94
A08908,复旦大学第08组,化,660,A08908 | 复旦大学第08组 | 化 | 660 | 256 | 141 | 138 | 83 | 94 | 89 | 国家专项计划
A09105,同济大学第05组,化,651,A09105 | 同济大学第05组 | 化 | 651 | 246 | 134 | 137 | 83 | 96 | 89
A09106,同济大学第06组,化,630,A09106 | 同济大学第06组 | 化 | 630 | 234 | 121 | 142 | 70 | 93 | 91
A09107,同济大学第07组,化,635,A09107 | 同济大学第07组 | 化 | 635 | 236 | 123 | 140 | 74 | 95 | 90
A09108,同济大学第08组,化,631,A09108 | 同济大学第08组 | 化 | 631 | 249 | 132 | 127 | 84 | 86 | 85 | 10
A09109,同济大学第09组,化,614,A09109 | 同济大学第09组 | 化 | 614 | 232 | 124 | 127 | 76 | 95 | 84 | 国家专项计划
A09304,上海交通大学第04组,化,682,A09304 | 上海交通大学第04组 | 化 | 682 | 253 | 131 | 142 | 96 | 97 | 94
A09305,上海交通大学第05组,化,672,A09305 | 上海交通大学第05组 | 化 | 672 | 246 | 127 | 137 | 94 | 99 | 96
A09306,上海交通大学第06组,化,657,A09306 | 上海交通大学第06组 | 化 | 657 | 251 | 139 | 140 | 85 | 92 | 89
A09307,上海交通大学第07组,化,658,A09307 | 上海交通大学第07组 | 化 | 658 | 247 | 132 | 137 | 92 | 93 | 89 | 国家专项计划
A09504,华东理工大学第04组,化,606,A09504 | 华东理工大学第04组 | 化 | 606 | 225 | 113 | 133 | 73 | 89 | 86 | 11
A09505,华东理工大学第05组,化,603,A09505 | 华东理工大学第05组 | 化 | 603 | 226 | 117 | 129 | 61 | 94 | 93 | 民族班
A09506,华东理工大学第06组,不限,594,A09506 | 华东理工大学第06组 | 不限 | 594 | 219 | 110 | 135 | 62 | 92 | 86 | 5 | 国家专项计划
A09507,华东理工大学第07组,化,601,A09507 | 华东理工大学第07组 | 化 | 601 | 220 | 117 | 138 | 68 | 91 | 84 | 20 | 国家专项计划
A09704,东华大学第04组,化,603,A09704 | 东华大学第04组 | 化 | 603 | 236 | 128 | 124 | 80 | 84 | 79 | 15
A09705,东华大学第05组,化,596,A09705 | 东华大学第05组 | 化 | 596 | 217 | 114 | 122 | 72 | 94 | 91 | 15
A09706,东华大学第06组,化,583,A09706 | 东华大学第06组 | 化 | 583 | 224 | 113 | 126 | 62 | 82 | 79 | 1 | 国家专项计划
A09911,华东师范大学第11组,化,627,A09911 | 华东师范大学第11组 | 化 | 627 | 258 | 139 | 126 | 59 | 92 | 92 | 4
A10105,上海外国语大学第05组,不限,597,A10105 | 上海外国语大学第05组 | 不限 | 597 | 224 | 119 | 139 | 73 | 85 | 76 | 13
A10106,上海外国语大学第06组,化,606,A10106 | 上海外国语大学第06组 | 化 | 606 | 224 | 126 | 138 | 60 | 94 | 90
A10107,上海外国语大学第07组,不限,582,A10107 | 上海外国语大学第07组 | 不限 | 582 | 215 | 111 | 136 | 56 | 83 | 82 | 国家专项计划
A10303,上海财经大学第03组,不限,611,A10303 | 上海财经大学第03组 | 不限 | 611 | 229 | 122 | 129 | 84 | 88 | 81 | 14
A10304,上海财经大学第04组,化,620,A10304 | 上海财经大学第04组 | 化 | 620 | 243 | 122 | 133 | 66 | 91 | 87
A10305,上海财经大学第05组,不限,581,A10305 | 上海财经大学第05组 | 不限 | 581 | 226 | 116 | 120 | 71 | 82 | 82 | 国家专项计划
A10704,南京大学第04组,化,666,A10704 | 南京大学第04组 | 化 | 666 | 247 | 134 | 144 | 88 | 94 | 93 | 2
A10705,南京大学第05组,化,663,A10705 | 南京大学第05组 | 化 | 663 | 250 | 130 | 139 | 83 | 98 | 93
A10706,南京大学第06组,化,637,A10706 | 南京大学第06组 | 化 | 637 | 251 | 129 | 127 | 82 | 94 | 83 | 国家专项计划
A10904,东南大学第04组,化,637,A10904 | 东南大学第04组 | 化 | 637 | 235 | 119 | 142 | 81 | 88 | 81
A10905,东南大学第05组,化,608,A10905 | 东南大学第05组 | 化 | 608 | 231 | 123 | 121 | 78 | 86 | 82 | 国家专项计划
A11104,南京航空航天大学第04组,化,634,A11104 | 南京航空航天大学第04组 | 化 | 634 | 234 | 126 | 141 | 68 | 96 | 95
A11105,南京航空航天大学第05组,化,623,A11105 | 南京航空航天大学第05组 | 化 | 623 | 249 | 133 | 132 | 78 | 87 | 77
A11106,南京航空航天大学第06组,化,604,A11106 | 南京航空航天大学第06组 | 化 | 604 | 229 | 117 | 128 | 71 | 94 | 82
H08504,宁波诺丁汉大学第04组,化,555,H08504 | 宁波诺丁汉大学第04组 | 化 | 555 | 223 | 118 | 115 | 69 | 78 | 70 | 1
H08602,温州肯恩大学第02组,不限,528,H08602 | 温州肯恩大学第02组 | 不限 | 528 | 202 | 111 | 121 | 50 | 83 | 72 | 2
HO8603,温州肯恩大学第03组,化,532,HO8603 | 温州肯恩大学第03组 | 化 | 532 | 203 | 112 | 111 | 56 | 82 | 80 | 5
H11602,安徽大学第02组,不限,585,H11602 | 安徽大学第02组 | 不限 | 585 | 219 | 120 | 120 | 73 | 87 | 86
H11603,安徽大学第03组,化,601,H11603 | 安徽大学第03组 | 化 | 601 | 229 | 124 | 129 | 58 | 96 | 89 | 15
H11604,安徽大学第04组,化,580,H11604 | 安徽大学第04组 | 化 | 580 | 207 | 104 | 132 | 61 | 87 | 83 | 4
H11702,安徽工业大学第02组,化,534,H11702 | 安徽工业大学第02组 | 化 | 534 | 207 | 109 | 94 | 66 | 87 | 80 | 12
H11801,安徽理工大学第01组,不限,527,H11801 | 安徽理工大学第01组 | 不限 | 527 | 203 | 115 | 93 | 72 | 81 | 78 | 2
H11802,安徽理工大学第02组,化,536,H11802 | 安徽理工大学第02组 | 化 | 536 | 211 | 109 | 100 | 59 | 85 | 81 | 3
H11901,安徽工程大学第01组,化,520,H11901 | 安徽工程大学第01组 | 化 | 520 | 210 | 105 | 102 | 56 | 79 | 73 | 1
H12002,安徽农业大学第02组,不限,555,H12002 | 安徽农业大学第02组 | 不限 | 555 | 209 | 110 | 125 | 55 | 88 | 78
H12003,安徽农业大学第03组,化,517,H12003 | 安徽农业大学第03组 | 化 | 517 | 193 | 109 | 109 | 50 | 88 | 77 | 2
H12101,安徽医科大学第01组,化,563,H12101 | 安徽医科大学第01组 | 化 | 563 | 221 | 113 | 116 | 58 | 84 | 84 | 8
H12201,蚌埠医科大学第01组,化,530,H12201 | 蚌埠医科大学第01组 | 化 | 530 | 212 | 108 | 109 | 60 | 80 | 69 | 2
H12402,安徽中医药大学第02组,不限,539,H12402 | 安徽中医药大学第02组 | 不限 | 539 | 215 | 111 | 101 | 50 | 91 | 82
H12403,安徽中医药大学第03组,化,517,H12403 | 安徽中医药大学第03组 | 化 | 517 | 197 | 102 | 117 | 55 | 78 | 70
H12503,安徽师范大学第03组,不限,533,H12503 | 安徽师范大学第03组 | 不限 | 533 | 201 | 113 | 99 | 68 | 88 | 77
H12504,安徽师范大学第04组,化,523,H12504 | 安徽师范大学第04组 | 化 | 523 | 207 | 109 | 103 | 49 | 84 | 80
HI2505,安徽师范大学第05组,地,564,HI2505 | 安徽师范大学第05组 | 地 | 564 | 217 | 113 | 119 | 55 | 87 | 86
H12702,安庆师范大学第02组,化,489,H12702 | 安庆师范大学第02组 | 化 | 489 | 191 | 97 | 107 | 43 | 87 | 61
H12803,淮北师范大学第03组,不限,514,H12803 | 淮北师范大学第03组 | 不限 | 514 | 198 | 100 | 91 | 55 | 85 | 75
H12804,淮北师范大学第04组,化和生,517,H12804 | 淮北师范大学第04组 | 化和生 | 517 | 212 | 106 | 104 | 44 | 79 | 78
H13001,皖西学院第01组,化,511,H13001 | 皖西学院第01组 | 化 | 511 | 191 | 98 | 104 | 55 | 83 | 78
H13101,滁州学院第01组,化,496,H13101 | 滁州学院第01组 | 化 | 496 | 215 | 108 | 79 | 53 | 78 | 71 | 2
H13202,安徽财经大学第02组,不限,523,H13202 | 安徽财经大学第02组 | 不限 | 523 | 191 | 99 | 127 | 47 | 80 | 78
H13203,安徽财经大学第03组,化,552,H13203 | 安徽财经大学第03组 | 化 | 552 | 240 | 131 | 101 | 61 | 76 | 74 | 19
H13301,宿州学院第01组,化,479,H13301 | 宿州学院第01组 | 化 | 479 | 195 | 103 | 87 | 47 | 81 | 69
H13502,淮南师范学院第02组,不限,485,H13502 | 淮南师范学院第02组 | 不限 | 485 | 167 | 91 | 120 | 47 | 78 | 73
H13503,淮南师范学院第03组,化,482,H13503 | 淮南师范学院第03组 | 化 | 482 | 206 | 108 | 58 | 62 | 83 | 73
H13702,安徽建筑大学第02组,不限,516,H13702 | 安徽建筑大学第02组 | 不限 | 516 | 188 | 104 | 98 | 59 | 83 | 78 | 12
H13703,安徽建筑大学第03组,化,511,H13703 | 安徽建筑大学第03组 | 化 | 511 | 193 | 101 | 103 | 52 | 82 | 81 | 21
H13801,安徽科技学院第01组,不限,506,H13801 | 安徽科技学院第01组 | 不限 | 506 | 199 | 107 | 107 | 43 | 80 | 77
H13802,安徽科技学院第02组,化,493,H13802 | 安徽科技学院第02组 | 化 | 493 | 185 | 106 | 113 | 40 | 90 | 65
H13803,安徽科技学院第03组,地,515,H13803 | 安徽科技学院第03组 | 地 | 515 | 198 | 100 | 84 | 56 | 87 | 80
H13903,合肥大学第03组,化,527,H13903 | 合肥大学第03组 | 化 | 527 | 203 | 115 | 101 | 66 | 79 | 78 | 5
H14002,池州学院第02组,化,492,H14002 | 池州学院第02组 | 化 | 492 | 179 | 99 | 106 | 51 | 83 | 73
H14302,安徽艺术学院第02组,不限,491,H14302 | 安徽艺术学院第02组 | 不限 | 491 | 189 | 98 | 104 | 39 | 87 | 72 | 4
H17301,安徽新华学院第01组,不限,426,H17301 | 安徽新华学院第01组 | 不限 | 426 | 164 | 87 | 61 | 47 | 78 | 76 | 3
H17302,安徽新华学院第02组,化,450,H17302 | 安徽新华学院第02组 | 化 | 450 | 175 | 88 | 102 | 42 | 66 | 65 | 17
H17801,安徽信息工程学院第01组,化,461,H17801 | 安徽信息工程学院第01组 | 化 | 461 | 181 | 111 | 88 | 43 | 78 | 71 | 10
H18002,合肥城市学院第02组,不限,426,H18002 | 合肥城市学院第02组 | 不限 | 426 | 183 | 105 | 65 | 32 | 78 | 68 | 8
H18202,芜湖学院第02组,化,467,H18202 | 芜湖学院第02组 | 化 | 467 | 197 | 109 | 90 | 35 | 79 | 66 | 18
H18601,皖江工学院第01组,化,436,H18601 | 皖江工学院第01组 | 化 | 436 | 181 | 92 | 92 | 38 | 67 | 58 | 7
H21603,福州大学第03组,不限,574,H21603 | 福州大学第03组 | 不限 | 574 | 212 | 107 | 126 | 62 | 90 | 84 | 28
H21604,福州大学第04组,化,601,H21604 | 福州大学第04组 | 化 | 601 | 223 | 116 | 123 | 80 | 88 | 87
H21605,福州大学第05组,化,602,H21605 | 福州大学第05组 | 化 | 602 | 249 | 131 | 113 | 71 | 87 | 82 | 3
H21606,福州大学第06组,化,589,H21606 | 福州大学第06组 | 化 | 589 | 218 | 110 | 134 | 66 | 86 | 85
H21607,福州大学第07组,化,585,H21607 | 福州大学第07组 | 化 | 585 | 224 | 121 | 126 | 52 | 92 | 91 | 国家专项计划
H21702,福建理工大学第02组,不限,524,H21702 | 福建理工大学第02组 | 不限 | 524 | 196 | 112 | 131 | 37 | 91 | 69
H21703,福建理工大学第03组,化,530,H21703 | 福建理工大学第03组 | 化 | 530 | 205 | 114 | 109 | 58 | 82 | 76
H21804,福建农林大学第04组,不限,553,H21804 | 福建农林大学第04组 | 不限 | 553 | 211 | 115 | 124 | 51 | 85 | 82
H21805,福建农林大学第05组,化,538,H21805 | 福建农林大学第05组 | 化 | 538 | 204 | 104 | 106 | 70 | 79 | 79
H21806,福建农林大学第06组,不限,474,H21806 | 福建农林大学第06组 | 不限 | 474 | 191 | 105 | 92 | 50 | 72 | 69 | 3
H21807,福建农林大学第07组,不限,524,H21807 | 福建农林大学第07组 | 不限 | 524 | 200 | 107 | 89 | 64 | 89 | 82 | 23 | 国家专项计划
H21808,福建农林大学第08组,化,525,H21808 | 福建农林大学第08组 | 化 | 525 | 204 | 103 | 86 | 59 | 84 | 82 | 2 | 国家专项计划
H21904,集美大学第04组,不限,551,H21904 | 集美大学第04组 | 不限 | 551 | 208 | 111 | 126 | 43 | 87 | 87 | 1
H21905,集美大学第05组,化,566,H21905 | 集美大学第05组 | 化 | 566 | 228 | 115 | 118 | 60 | 82 | 78 | 6
H21906,集美大学第06组,化和生,540,H21906 | 集美大学第06组 | 化和生 | 540 | 194 | 104 | 128 | 55 | 83 | 80 | 2
H22001,福建医科大学第01组,化和生,574,H22001 | 福建医科大学第01组 | 化和生 | 574 | 214 | 115 | 115 | 73 | 88 | 84
H22101,福建中医药大学第01组,化,573,H22101 | 福建中医药大学第01组 | 化 | 573 | 206 | 107 | 109 | 72 | 94 | 92 | 5
H22102,福建中医药大学第02组,化,597,H22102 | 福建中医药大学第02组 | 化 | 597 | 221 | 118 | 119 | 76 | 89 | 82 | 12
H22103,福建中医药大学第03组,化,570,H22103 | 福建中医药大学第03组 | 化 | 570 | 215 | 110 | 115 | 60 | 91 | 89
H22104,福建中医药大学第04组,生,564,H22104 | 福建中医药大学第04组 | 生 | 564 | 223 | 121 | 119 | 57 | 88 | 77
H22303,福建师范大学第03组,化,555,H22303 | 福建师范大学第03组 | 化 | 555 | 226 | 118 | 126 | 54 | 80 | 69
H22304,福建师范大学第04组,化,546,H22304 | 福建师范大学第04组 | 化 | 546 | 214 | 110 | 108 | 56 | 88 | 80
H22305,福建师范大学第05组,化,531,H22305 | 福建师范大学第05组 | 化 | 531 | 209 | 106 | 104 | 63 | 81 | 74 | 国家专项计划
H22402,闽江学院第02组,不限,518,H22402 | 闽江学院第02组 | 不限 | 518 | 190 | 106 | 127 | 46 | 80 | 75
H22403,闽江学院第03组,化,529,H22403 | 闽江学院第03组 | 化 | 529 | 185 | 93 | 119 | 66 | 86 | 73 | 10
H22502,武夷学院第02组,化,485,H22502 | 武夷学院第02组 | 化 | 485 | 198 | 103 | 77 | 61 | 81 | 68 | 2
H22703,泉州师范学院第03组,不限,499,H22703 | 泉州师范学院第03组 | 不限 | 499 | 190 | 99 | 94 | 61 | 81 | 73
H22704,泉州师范学院第04组,化,191,H22704 | 泉州师范学院第04组 | 化 | 49］ | 191 | 98 | 112 | 45 | 74 | 69 | 4
H22705,泉州师范学院第05组,化,504,H22705 | 泉州师范学院第05组 | 化 | 504 | 206 | 110 | 125 | 47 | 63 | 63
H22706,泉州师范学院第06组,化和生,493,H22706 | 泉州师范学院第06组 | 化和生 | 493 | 193 | 101 | 91 | 55 | 79 | 75
H22803,闽南师范大学第03组,个限,510,H22803 | 闽南师范大学第03组 | 个限 | 510 | 200 | 100 | 96 | 51 | 87 | 76 | 9
H22804,闽南师范大学第04组,化,504,H22804 | 闽南师范大学第04组 | 化 | 504 | 200 | 100 | 85 | 56 | 87 | 76 | 5
H22805,闽南师范大学第05组,化,455,H22805 | 闽南师范大学第05组 | 化 | 455 | 172 | 100 | 97 | 52 | 69 | 65 | 6
H22806,闽南师范大学第06组,生,494,H22806 | 闽南师范大学第06组 | 生 | 494 | 188 | 103 | 116 | 41 | 78 | 71 | 4
H22902,厦门理工学院第02组,化,551,H22902 | 厦门理工学院第02组 | 化 | 551 | 205 | 111 | 115 | 70 | 86 | 75
H23002,三明学院第02组人,不限,501,H23002 | 三明学院第02组人 | 不限 | 501 | 201 | 112 | 113 | 28 | 81 | 78
H23003,三明学院第03组,化,499,H23003 | 三明学院第03组 | 化 | 499 | 199 | 108 | 96 | 62 | 72 | 70
H23102,龙岩学院第02组,化,479,H23102 | 龙岩学院第02组 | 化 | 479 | 192 | 98 | 69 | 54 | 87 | 77
H23202,福建商学院第02组,不限,393,H23202 | 福建商学院第02组 | 不限 | 393 | 178 | 89 | 37 | 39 | 74 | 65 | 边防子女预科班
H23301,莆田学院第01组,化,509,H23301 | 莆田学院第01组 | 化 | 509 | 200 | 104 | 87 | 60 | 83 | 79
H23401,厦门医学院第01组,化,511,H23401 | 厦门医学院第01组 | 化 | 511 | 199 | 101 | 105 | 59 | 74 | 74 | 13
H23402,厦门医学院第02组,生,525,H23402 | 厦门医学院第02组 | 生 | 525 | 203 | 102 | 101 | 51 | 86 | 84 | 2
H23602,福建技术师范学院第02组,不限,498,H23602 | 福建技术师范学院第02组 | 不限 | 498 | 186 | 96 | 120 | 50 | 75 | 67 | 8
H23603,福建技术师范学院第03组,化,493,H23603 | 福建技术师范学院第03组 | 化 | 493 | 205 | 105 | 84 | 46 | 87 | 71 | 26
H26502,仰恩大学第02组,不限,467,H26502 | 仰恩大学第02组 | 不限 | 467 | 202 | 101 | T6 | 49 | 75 | 55 | 32
H26601,厦门华厦学院第01组,不限,443,H26601 | 厦门华厦学院第01组 | 不限 | 443 | 167 | 102 | 106 | 31 | 72 | 67
H26602,厦门华厦学院第02组,化,431,H26602 | 厦门华厦学院第02组 | 化 | 431 | 181 | 91 | 96 | 29 | 65 | 60
H27102,厦门工学院第02组,化,458,H27102 | 厦门工学院第02组 | 化 | 458 | 195 | 100 | 49 | 56 | 77 | 71 | 25
H27202,阳光学院第02组,不限,448,H27202 | 阳光学院第02组 | 不限 | 448 | 165 | 85 | 104 | 45 | 68 | 66 | 1
H27302,厦门大学嘉庚学院第02组,不限,473,H27302 | 厦门大学嘉庚学院第02组 | 不限 | 473 | 193 | 101 | 86 | 53 | 73 | 58 | 6
H27303,厦门大学嘉庚学院第03组,不限,472,H27303 | 厦门大学嘉庚学院第03组 | 不限 | 472 | 195 | 101 | 68 | 59 | 78 | 72 | 5
H27304,厦门大学嘉庚学院第04组,化,478,H27304 | 厦门大学嘉庚学院第04组 | 化 | 478 | 206 | 109 | 82 | 45 | 82 | 63 | 17
H27402,福州大学至诚学院第02组,不限,458,H27402 | 福州大学至诚学院第02组 | 不限 | 458 | 180 | 93 | 90 | 44 | 75 | 69 | 6
H27403,福州大学至诚学院第03组,化,426,H27403 | 福州大学至诚学院第03组 | 化 | 426 | 187 | 96 | 65 | 40 | 68 | 66 | 13
H27502,集美大学诚毅学院第02组,不限,472,H27502 | 集美大学诚毅学院第02组 | 不限 | 472 | 164 | 91 | 108 | 32 | 88 | 80 | 11
H27503,集美大学诚毅学院第03组,化,473,H27503 | 集美大学诚毅学院第03组 | 化 | 473 | 190 | 96 | 71 | 56 | 88 | 68 | 2
H27602,福建师范大学协和学院第02组,不限,456,H27602 | 福建师范大学协和学院第02组 | 不限 | 456 | 187 | 100 | 87 | 37 | 79 | 66 | 6
H27603,福建师范大学协和学院第03组,化,465,H27603 | 福建师范大学协和学院第03组 | 化 | 465 | 195 | 112 | 62 | 56 | 80 | 72
H27702,福州外语外贸学院第02组,不限,427,H27702 | 福州外语外贸学院第02组 | 不限 | 427 | 180 | 104 | 72 | 47 | 67 | 61
H27902,福州理工学院第02组,不限,429,H27902 | 福州理工学院第02组 | 不限 | 429 | 154 | 85 | 93 | 45 | 69 | 68
H27903,福州理工学院第03组,化,429,H27903 | 福州理工学院第03组 | 化 | 429 | 157 | 86 | 89 | 42 | 80 | 61
H31005,南昌大学第05组,不限,584,H31005 | 南昌大学第05组 | 不限 | 584 | 217 | 109 | 129 | 61 | 90 | 87
H31006,南昌大学第06组,化,589,H31006 | 南昌大学第06组 | 化 | 589 | 226 | 115 | 117 | 71 | 90 | 85
H31007,南昌大学第07组,化,603,H31007 | 南昌大学第07组 | 化 | 603 | 237 | 125 | 120 | 75 | 86 | 85
H31008,南昌大学第08组,化,582,H31008 | 南昌大学第08组 | 化 | 582 | 225 | 117 | 113 | 58 | 89 | 87
H31009,南昌大学第09组,化和生,613,H31009 | 南昌大学第09组 | 化和生 | 613 | 243 | 124 | 133 | 63 | 87 | 87
H31010,南昌大学第10组,化,589,H31010 | 南昌大学第10组 | 化 | 589 | 237 | 124 | 128 | 61 | 86 | 77
H31102,华东交通大学第02组,不限,539,H31102 | 华东交通大学第02组 | 不限 | 539 | 223 | 118 | 120 | 62 | 69 | 65
H31103,华东交通大学第03组,不限,558,H31103 | 华东交通大学第03组 | 不限 | 558 | 217 | 115 | 121 | 55 | 84 | 81 | 6
H31104,华东交通大学第04组,化,562,H31104 | 华东交通大学第04组 | 化 | 562 | 224 | 113 | 95 | 67 | 90 | 86 | 3
H31105,华东交通大学第05组,不限,536,H31105 | 华东交通大学第05组 | 不限 | 536 | 206 | 103 | 116 | 58 | 81 | 75 | 3
HB1202,东华理工大学第02组,化,530,HB1202 | 东华理工大学第02组 | 化 | 530 | 207 | 109 | 104 | 67 | 81 | 71 | 24
H31303,南昌航空大学第03组,个限,549,H31303 | 南昌航空大学第03组 | 个限 | 549 | 221 | 114 | 96 | 56 | 90 | 86 | 2
H31304,南昌航空大学第04组,化,556,H31304 | 南昌航空大学第04组 | 化 | 556 | 212 | 108 | 128 | 67 | 75 | 74 | 26
H31305,南昌航空大学第05组,化,567,H31305 | 南昌航空大学第05组 | 化 | 567 | 206 | 106 | 124 | 64 | 89 | 84
H31306,南昌航空大学第06组,化,561,H31306 | 南昌航空大学第06组 | 化 | 561 | 206 | 116 | 120 | 62 | 89 | 84 | 5
H31307,南昌航空大学第07组,化,574,H31307 | 南昌航空大学第07组 | 化 | 574 | 233 | 119 | 109 | 76 | 79 | 77 | 5
H31402,江西理工大学第02组,不限,521,H31402 | 江西理工大学第02组 | 不限 | 521 | 202 | 103 | 118 | 49 | 82 | 70 | 3
H31403,江西理工大学第03组,化,528,H31403 | 江西理工大学第03组 | 化 | 528 | 193 | 97 | 137 | 46 | 81 | 71 | 20
H31404,江西理工大学第04组,化,557,H31404 | 江西理工大学第04组 | 化 | 557 | 198 | 110 | 122 | 72 | 87 | 78
H31405,江西理工大学第05组,地,549,H31405 | 江西理工大学第05组 | 地 | 549 | 205 | 109 | 127 | 52 | 90 | 75
H31406,江西理工大学第06组,化,547,H31406 | 江西理工大学第06组 | 化 | 547 | 216 | 118 | 96 | 63 | 88 | 84 | 3
H31501,景德镇陶瓷大学第01组,个限,519,H31501 | 景德镇陶瓷大学第01组 | 个限 | 519 | 199 | 101 | 110 | 54 | 78 | 78
H31502,景德镇陶瓷大学第02组,化,520,H31502 | 景德镇陶瓷大学第02组 | 化 | 520 | 202 | 102 | 99 | 45 | 89 | 85 | 1
H31603,江西农业大学第03组,不限,526,H31603 | 江西农业大学第03组 | 不限 | 526 | 212 | 109 | 112 | 55 | 77 | 70
H31604,江西农业大学第04组,不限,520,H31604 | 江西农业大学第04组 | 不限 | 520 | 206 | 106 | 97 | 54 | 83 | 80 | 1
H31605,江西农业大学第05组,化,514,H31605 | 江西农业大学第05组 | 化 | 514 | 191 | 96 | 111 | 64 | 80 | 68 | 4
H31606,江西农业大学第06组,化,517,H31606 | 江西农业大学第06组 | 化 | 517 | 200 | 104 | 115 | 45 | 82 | 75
